original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
????,NULL,0,4.860016,15,zh,0,0,0,0,0,0,0,1994-08-03,1994,8,32,4,123,12,Long,0,5,10,3,1,0,1,0,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6933459,NULL,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70966730,1,NULL,0,NULL,NULL,NULL,NULL
30 Days of Night,NULL,36998119,8.764548,42,en,1,0,0,0,0,0,0,2007-10-17,2007,10,42,4,113,11,Intermediate,0,9,49,4,2,9,6,0,0,8,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,41637061,240978,1,0,7,1,2,32863307,NULL,1,0,6,0,1,116244461,105611798,4,2,9,4,2,352756778,1,NULL,0,86819939,2,127321899,2
Fierce Creatures,NULL,0,11.036729,17,en,1,0,0,0,0,0,0,1997-01-24,1997,1,4,6,93,9,Intermediate,0,6,12,3,2,0,1,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,194358316,346864462,6,1,12,1,0,36163639,3485127,1,0,5,1,1,169256620,1262886337,2,1,9,1,2,20000000,0,NULL,0,52316080,4,5483299,0
Big Fish,NULL,97260815,14.739983,43,en,1,0,0,0,0,0,0,2003-12-25,2003,12,52,5,125,13,Long,0,15,137,3,5,20,17,0,0,14,0,10,5,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,224405999,490168012,6,2,16,3,2,80571006,NULL,2,0,8,0,0,108487673,NULL,3,0,6,0,2,212831028,3,28883511,0,309315857.3,2,6174491,0
Short Circuit,NULL,0,12.171218,27,en,1,0,0,0,0,0,0,1986-05-09,1986,5,19,6,98,10,Intermediate,0,3,25,2,2,5,1,0,0,13,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,14299926,NULL,0,0,5,0,1,39578760,NULL,1,0,6,0,2,9653039,NULL,0,0,8,0,2,33497743,0,NULL,0,35363296,1,NULL,0
God's Pocket,NULL,0,4.18526,13,en,1,0,0,0,0,0,0,2014-05-09,2014,5,19,6,88,9,Short,0,0,16,3,1,1,1,0,0,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82375060,653428261,5,1,17,1,2,82478987,205366737,9,1,20,1,2,39128411,6851340,2,0,6,3,1,NULL,NULL,NULL,NULL,1138437,0,1738874,0
Scream,NULL,22811969,13.326443,19,en,1,0,0,0,0,0,0,1996-12-20,1996,12,51,6,111,11,Intermediate,0,8,81,2,3,11,14,0,0,14,0,7,2,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,86257305,NULL,2,0,3,0,2,54697024,NULL,1,0,4,0,1,98417573,NULL,3,0,5,0,1,41920645,1,NULL,0,70944328,1,NULL,0
Trespass,NULL,40916213,9.540381,14,en,1,0,0,0,0,0,0,2011-10-13,2011,10,42,5,91,9,Intermediate,0,8,28,1,2,5,1,0,0,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,94502167,21388195,9,0,22,2,2,100151153,12852930,5,0,14,2,1,39497422,78874843,1,1,2,1,1,86440322,3,NULL,0,61986205.3,1,NULL,0
PEEPLI [Live],NULL,2661433,2.927226,8,hi,0,0,0,0,0,0,0,2010-08-13,2010,8,33,6,104,10,Intermediate,0,1,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235275000,1,310000000,1
Vengo,NULL,0,0.264672,7,fr,0,1,0,0,0,0,0,2000-10-04,2000,10,41,4,90,9,Intermediate,0,3,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4367497,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Rookie,NULL,19560597,8.110591,34,en,1,0,0,0,0,0,0,1990-12-06,1990,12,49,5,120,12,Long,0,1,8,2,1,0,1,0,0,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,53521335,NULL,2,0,12,0,2,58105472,78378744,4,1,15,1,2,25147055,NULL,0,0,1,0,2,67361823,3,67347013,0,109355888,3,133718711,1
Killer Elite,NULL,75013057,8.046632,18,en,1,0,0,0,0,0,0,2011-09-23,2011,9,39,6,116,12,Intermediate,0,1,26,4,1,1,2,0,0,12,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,163019915,400531530,11,3,21,5,2,51193952,NULL,2,0,6,0,2,59660418,97314166,8,2,30,4,2,NULL,NULL,NULL,NULL,69496737.3,1,46216641,0
Equity,NULL,0,2.656999,28,en,1,0,0,0,0,0,0,2016-07-29,2016,7,31,6,100,10,Intermediate,0,4,47,4,2,5,8,0,0,3,0,9,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143824918,NULL,1,0,2,0,1,168203812,NULL,3,0,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
When Will I Be Loved,NULL,0,1.500214,10,tr,0,0,0,0,0,0,0,2004-06-06,2004,6,24,1,81,8,Short,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,54697024,NULL,1,0,4,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phoenix,NULL,0,5.298121,21,de,0,0,0,1,0,0,0,2014-09-25,2014,9,39,5,98,10,Intermediate,0,5,31,3,2,4,4,0,0,5,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4129250,NULL,0,0,1,0,1,4129250,NULL,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4129250,0,NULL,0,4129250,0,NULL,0
Friday Night Lights,NULL,40601959,13.041943,17,en,1,0,0,0,0,0,0,2004-10-08,2004,10,41,6,118,12,Intermediate,0,19,49,3,2,3,7,0,0,10,0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37063361,53401361,2,1,10,2,2,335113101,1506249360,4,1,6,1,2,136962058,145915629,4,2,6,2,2,102073171,3,107211375,2,125250751,12,115251205,2
Highwaymen,NULL,0,3.916636,6,en,1,0,0,0,0,0,0,2004-02-13,2004,2,7,6,80,8,Short,0,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,123237297,30127963,1,0,7,1,2,49815022,10076790,1,0,5,1,1,105571551,NULL,3,0,8,0,2,5844868,0,NULL,0,NULL,NULL,NULL,NULL
Short Cuts,NULL,0,8.829337,31,en,1,0,0,0,0,0,0,1993-09-05,1993,9,37,1,187,19,Long,0,11,18,3,1,3,1,0,0,5,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80282970,192882986,4,2,18,4,1,69960143,NULL,2,0,6,0,1,57245729,265452,2,0,12,1,2,30400200,1,NULL,0,87754044,1,NULL,0
Mirrormask,NULL,5236190,5.354783,13,en,1,0,0,0,0,0,0,2005-01-25,2005,1,5,3,101,10,Intermediate,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3897569,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Adventures in Babysitting,NULL,0,7.230508,10,en,1,0,0,0,0,0,0,1987-07-01,1987,7,27,4,102,10,Intermediate,0,18,14,1,1,3,1,0,0,4,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,124865880,NULL,3,0,6,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11165823,NULL,0,0,3,0,2,280064872,3,243637091,1,62219474.5,0,NULL,0
Matewan,NULL,9002007,3.350126,11,en,1,0,0,0,0,0,0,1987-08-28,1987,8,35,6,132,13,Long,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132427853,186424306,10,1,15,2,2,195611099,NULL,8,0,15,0,0,424208848,NULL,1,0,1,0,1,13269963,0,NULL,0,NULL,NULL,NULL,NULL
Ajab Prem Ki Ghazab Kahani,NULL,0,2.383191,6,hi,0,0,0,0,0,0,0,2009-11-05,2009,11,45,5,150,15,Long,0,2,6,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,3401625,1500000,0,0,3,1,2,32300003,91000000,1,1,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6000000,0,NULL,0,NULL,NULL,NULL,NULL
Boiler Room,NULL,38600941,8.518425,13,en,1,0,0,0,0,0,0,2000-02-18,2000,2,8,6,118,12,Intermediate,0,3,35,1,2,4,10,0,0,8,0,4,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,123206479,107442666,6,2,12,3,2,380985633,822482760,8,4,11,4,2,36419998,18452104,1,0,6,2,1,6174491,0,6174491,0,301555836.5,1,22678555,0
Lootera,NULL,4499516,1.296259,7,hi,0,0,0,0,0,0,0,2013-04-04,2013,4,14,5,136,14,Long,0,4,21,3,1,3,1,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,56000000,56000000,0,0,1,1,2,31000000,NULL,0,0,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1256963,0,1256963,0
The Big Year,NULL,46599020,10.267905,18,en,1,0,0,0,0,0,0,2011-10-13,2011,10,42,5,100,10,Intermediate,0,7,9,1,1,0,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139404535,126070513,13,2,22,4,2,75246171,365522,5,0,11,1,2,181956991,NULL,8,0,11,0,2,87416021,1,87416021,1,278198626.5,3,156857928,1
Nightcrawler,NULL,9179358,21.277073,29,en,1,0,0,0,0,0,0,2014-10-23,2014,10,43,5,117,12,Intermediate,0,10,79,2,3,8,12,0,0,20,0,4,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,90330827,116340281,5,1,8,2,2,148305162,NULL,3,0,5,0,1,3411845,519535,0,0,3,1,2,NULL,NULL,NULL,NULL,46440415.3,1,8591362.5,0
The Squid and the Whale,NULL,1963571,10.952762,41,en,1,0,0,0,0,0,0,2005-10-05,2005,10,41,4,81,8,Short,0,5,40,1,2,3,8,0,0,12,0,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76758354,630161890,3,1,14,1,2,94596977,78196759,5,1,12,4,1,132314298,154562381,4,2,6,4,2,2429582,0,3285129,0,12373849,0,111996,0
Star Trek Into Darkness,NULL,208514146,15.78129,98,en,1,0,0,0,0,0,0,2013-05-05,2013,5,19,1,132,13,Long,0,10,107,4,3,13,12,0,0,11,0,7,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,58486780,51324099,2,0,7,2,2,37279439,37279439,0,0,1,1,2,239655181,354452086,6,3,13,5,1,NULL,NULL,NULL,NULL,324524075.4,2,200695978.3,1
The Lair of the White Worm,NULL,5402726,9.97466,12,en,1,0,0,0,0,0,0,1988-09-14,1988,9,38,4,93,9,Intermediate,0,7,10,3,1,0,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134545405,48902953,7,0,10,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331000,0,NULL,0,NULL,NULL,NULL,NULL
Aquí Entre Nos,NULL,1,0.230075,6,en,1,0,0,0,0,0,0,2012-03-30,2012,3,13,6,73,7,Short,0,0,6,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,293463864,NULL,1,0,2,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5101756,NULL,0,0,1,0,1,NULL,NULL,NULL,NULL,56298474,0,NULL,0
Z for Zachariah,NULL,0,5.30588,3,en,1,0,0,0,0,0,0,2015-08-13,2015,8,33,5,97,10,Intermediate,0,16,30,2,1,2,2,0,0,20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,81176763,81176763,2,2,3,3,1,361268282,630161890,2,1,2,1,2,58486780,51324099,2,0,7,2,2,319285,0,NULL,0,6804864,0,NULL,0
Mission: Impossible - Rogue Nation,NULL,161796622,17.836882,75,en,1,0,0,0,0,0,0,2015-07-23,2015,7,30,5,131,13,Long,0,9,112,4,3,16,16,0,0,12,0,11,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,205640507,407778013,9,1,15,1,2,48902953,48902953,0,0,1,1,1,317460636,151930923,5,1,8,3,2,118732998,1,NULL,0,373560487.6,1,108286421,0
???,NULL,9876986,7.453745,50,ko,0,0,0,0,0,0,0,2013-01-30,2013,1,5,4,120,12,Long,0,4,10,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1983204,1983204,0,0,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200627,0,1200627,0,NULL,NULL,NULL,NULL
Silent Night  Deadly Night Part 2,NULL,562625,1.225871,52,en,1,0,0,0,0,0,0,1987-04-10,1987,4,15,6,88,9,Short,0,7,15,8,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148957421,NULL,2,0,2,0,0,76186849,NULL,1,0,3,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bamako,NULL,2536280,0.367324,19,bm,0,0,0,0,0,0,0,2006-06-21,2006,6,25,4,115,12,Intermediate,0,4,14,1,1,1,0,0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29863651,NULL,0,0,2,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7406,0,NULL,0,6860853,0,6860853,0
The Yellow Handkerchief,NULL,17811433,3.919317,5,en,1,0,0,0,0,0,0,2008-12-17,2008,12,51,4,102,10,Intermediate,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,62601423,32156104,4,0,13,2,2,60270280,52296813,3,1,9,3,1,195138571,1578356,3,0,9,2,1,6000000,0,NULL,0,NULL,NULL,NULL,NULL
The Lady in the Van,NULL,6471865,5.799373,37,en,1,0,0,0,0,0,0,2015-11-13,2015,11,46,6,104,10,Intermediate,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,318045060,NULL,5,0,7,0,1,63728809,4073489,1,0,2,1,2,403984689,29355203,2,0,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Stevie,NULL,0,0.489997,0,en,1,0,0,0,0,0,0,2002-09-09,2002,9,37,2,140,14,Long,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4209958,0,NULL,0,NULL,NULL,NULL,NULL
High Noon,NULL,7042627,16.715935,57,en,1,0,0,0,0,0,0,1952-03-27,1952,3,13,5,85,9,Short,0,11,33,2,2,3,5,0,0,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,NULL,0,0,1,0,2,22757157,NULL,0,0,2,0,1,1103757,NULL,0,0,1,0,2,28350000,0,NULL,0,39208334,0,NULL,0
Citizen Ruth,NULL,4888279,2.225234,12,en,1,0,0,0,0,0,0,1996-12-13,1996,12,50,6,104,10,Intermediate,0,3,18,2,2,3,1,0,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,236906301,112649583,3,1,6,3,1,12949933,NULL,0,0,2,0,1,68555723,NULL,2,0,7,0,2,77663924,2,17654912,0,70944328,1,NULL,0
88 Minutes,NULL,36998119,8.552967,15,en,1,0,0,0,0,0,0,2007-02-14,2007,2,7,4,108,11,Intermediate,0,6,18,1,1,4,1,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,115676081,NULL,8,0,12,0,2,44920582,NULL,2,0,4,0,1,104204701,NULL,3,0,5,0,1,73174566,1,NULL,0,66623700.3,1,79044406.7,0
Aladdin,NULL,51022067,16.357419,24,en,1,0,0,0,0,0,0,1992-11-25,1992,11,48,4,90,9,Intermediate,0,12,100,23,10,19,15,0,0,7,0,0,0,10,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107496149,238078,7,0,16,2,2,24362772,NULL,0,0,1,0,1,237506051,2,NULL,0,245109076,1,NULL,0
Traitor,NULL,26123435,7.859606,17,en,1,0,0,0,0,0,0,2008-08-23,2008,8,34,7,114,11,Intermediate,0,10,24,2,2,1,1,0,0,15,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,268407660,1405403694,7,1,10,1,2,50232290,804977,1,0,11,3,2,119391672,56084134,2,1,4,2,2,NULL,NULL,NULL,NULL,197417019.3,2,475977557,1
Blue Valentine,NULL,4103531,11.107914,15,en,1,0,0,0,0,0,0,2010-12-27,2010,12,53,2,112,11,Intermediate,0,10,26,3,1,2,1,0,0,12,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,66822347,67452984,6,2,12,5,2,31868789,NULL,1,0,6,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35485608,0,35485608,0,19379757.3,0,24967418,0
X-Men: First Class,NULL,181849835,0.738633,41,en,1,0,0,0,0,0,0,2011-05-24,2011,5,22,3,132,13,Long,1,24,45,4,1,18,1,0,0,7,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,184149633,95673756,3,1,7,3,2,64880662,24032735,2,1,8,3,2,251676236,335244709,3,3,4,3,1,96188903,1,NULL,0,267564069.3,4,339825142,2
Death Becomes Her,NULL,100221917,11.017417,20,en,1,0,0,0,0,0,0,1992-07-30,1992,7,31,5,104,10,Intermediate,0,6,8,2,1,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,62993188,32452687,6,0,16,2,1,83661434,92346477,8,1,25,3,2,88622856,60845711,1,0,2,1,1,213047793,4,NULL,0,185128549,2,NULL,0
M. Butterfly,NULL,0,6.516976,7,en,1,0,0,0,0,0,0,1993-09-09,1993,9,37,5,101,10,Intermediate,0,2,9,1,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,140199610,11822962,1,0,6,2,2,160641492,NULL,2,0,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23633258,0,NULL,0,NULL,NULL,NULL,NULL
One Hour Photo,NULL,17053274,10.753445,24,en,1,0,0,0,0,0,0,2002-08-21,2002,8,34,4,96,10,Intermediate,0,16,39,1,2,4,11,0,0,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,107496149,238078,7,0,16,2,2,17106369,NULL,0,0,5,0,1,56631285,NULL,1,0,3,0,2,NULL,NULL,NULL,NULL,11541618,0,40272135,0
????,NULL,0,7.625338,11,cn,0,0,0,0,0,0,0,1991-02-02,1991,2,5,7,103,10,Intermediate,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,324289820,NULL,1,0,3,0,2,4469460,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67718983,2,NULL,0,NULL,NULL,NULL,NULL
Charade,NULL,33419216,7.098731,27,en,1,0,0,0,0,0,0,1963-12-05,1963,12,49,5,113,11,Intermediate,0,11,27,3,2,2,5,0,0,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,7535000,NULL,0,0,5,0,2,52401840,NULL,2,0,3,0,0,51575808,NULL,2,0,6,0,2,6000000,0,NULL,0,NULL,NULL,NULL,NULL
Blue in the Face,NULL,3355079,11.528147,20,en,1,0,0,0,0,0,0,1995-09-15,1995,9,37,6,83,8,Short,0,6,19,3,2,0,3,0,0,8,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82786605,1227908,5,0,15,2,2,1351797,NULL,0,0,2,0,2,138640226,NULL,5,0,8,0,2,6595130.5,0,NULL,0,4578293,0,NULL,0
Fanboys,NULL,0,5.785775,23,en,1,0,0,0,0,0,0,2009-02-06,2009,2,6,6,90,9,Intermediate,0,11,15,2,2,2,4,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,116417178,3485127,1,0,4,1,0,45229059,NULL,2,0,6,0,2,113791037,110000000,2,1,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Under the Cherry Moon,NULL,0,6.421995,8,en,1,0,0,0,0,0,0,1986-07-02,1986,7,27,4,98,10,Intermediate,0,4,10,1,1,3,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102878811,1234254,5,0,10,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dumb and Dumber To,NULL,43196979,15.402597,82,en,1,0,0,0,0,0,0,2014-11-12,2014,11,46,4,110,11,Intermediate,0,4,26,6,2,1,1,0,0,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148921411,60700000,9,0,14,1,2,76758354,630161890,3,1,14,1,2,14947,14947,0,0,1,1,1,82113489,1,NULL,0,126330767.3,1,NULL,0
Shikshanachya Aaicha Gho,NULL,445526,0.043519,7,en,1,0,0,0,0,0,0,2010-01-15,2010,1,3,6,0,0,Short,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12517001,NULL,0,0,2,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bonnie and Clyde,NULL,19136003,12.109198,16,en,1,0,0,0,0,0,0,1967-07-18,1967,7,29,3,111,11,Intermediate,0,11,31,3,3,2,4,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15504,NULL,0,0,1,0,2,28734561,NULL,0,0,4,0,1,28795649,NULL,0,0,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lost Highway,NULL,23893178,8.449722,41,en,1,0,0,0,0,0,0,1997-01-15,1997,1,3,4,134,13,Long,0,38,74,2,2,3,30,0,0,12,0,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,68527343,192330738,4,1,11,1,2,12901646,44349000,0,0,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23064102,0,NULL,0,53441997.3,0,NULL,0
Baywatch,NULL,71966110,35.637691,43,en,1,0,0,0,0,0,0,2017-05-12,2017,5,19,6,116,12,Intermediate,0,6,116,6,1,8,17,0,0,23,0,14,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,205712494,421897058,9,3,15,5,2,35095260,44095168,1,1,4,2,2,290522264,322534792,3,2,3,2,1,168849354,2,173965010,1,170727131,5,470490832,0
You Kill Me,NULL,4933082,4.725299,15,en,1,0,0,0,0,0,0,2007-02-09,2007,2,6,6,90,9,Intermediate,0,5,16,2,1,2,1,0,0,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,42000610,20778913,3,0,14,3,2,165454586,NULL,3,0,3,0,1,34470222,NULL,3,0,9,0,2,17932810,0,NULL,0,NULL,NULL,NULL,NULL
Striptease,NULL,81471319,11.341502,18,en,1,0,0,0,0,0,0,1996-06-28,1996,6,26,6,115,12,Intermediate,0,5,28,2,2,3,7,0,0,6,0,2,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,140813885,NULL,2,0,6,0,1,65886156,NULL,3,0,9,0,2,42623466,NULL,1,0,3,0,2,NULL,NULL,NULL,NULL,12416686,0,NULL,0
