customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
8868-WOZGU,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,28,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,105.7,2979.5
1200-TUZHR,NonChurning,Female,Senior,NoPartner,NoDependents,8,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,85.2,695.75
9365-CSLBQ,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,71,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,24.35,1654.6
1334-FJSVR,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,24.25,24.25
5884-FBCTL,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),25.1,1857.85
7130-CTCUS,NonChurning,Male,Senior,Partner,NoDependents,16,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),54.55,825.1
6242-FEGFD,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,66,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Mailed check,96.6,6424.25
7625-XCQRH,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,11,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,76.5,837.95
6194-HBGQN,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,51,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,One year,PaperlessBilling,Credit card (automatic),81.15,4126.2
7634-WSWDB,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,8,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,38.5,330.8
6986-IXNDM,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,14,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,92.9,1337.45
1731-TVIUK,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,4,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,93.5,362.2
2987-BJXIK,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,70,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Mailed check,84.7,5991.05
9769-TSBZE,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,70,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Electronic check,66,4891.5
0406-BPDVR,Churning,Female,Senior,Partner,NoDependents,54,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),101.5,5373.1
0618-XWMSS,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,28,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),74.9,2068.55
1395-WSWXR,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,24,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.75,487.05
6023-GSSXW,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,69,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),61.45,4131.2
6752-APNJL,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,42,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,54.5,2301.15
5276-KQWHG,Churning,Female,Senior,NoPartner,NoDependents,2,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,69.6,131.65
0420-HLGXF,NonChurning,Female,Senior,NoPartner,NoDependents,39,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,99.75,4036
7446-KQISO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,45,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),109.75,4900.65
9823-EALYC,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),80.85,5727.45
0582-AVCLN,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,38,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.3,743.05
5803-NQJZO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),67.8,4804.65
2565-JSLRY,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Mailed check,24.05,24.05
2607-DHDAK,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Credit card (automatic),19.8,1414.65
1073-XXCZD,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,55,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),25.7,1443.65
0743-HRVFF,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,51,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,56.15,2898.95
4006-HKYHO,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,63,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),86.7,5309.5
3727-JEZTU,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,20.4,20.4
8143-ETQTI,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,23,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Mailed check,19.65,451.55
6689-KXGBO,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,50.55,50.55
9667-TKTVZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,54.35,117.05
3657-COGMW,NonChurning,Female,Senior,NoPartner,NoDependents,52,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Credit card (automatic),108.1,5839.3
8570-KLJYJ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,36,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Mailed check,54.45,1893.5
7754-IXRMC,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,45.35,45.35
9473-CBZOP,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,28,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Mailed check,59,1654.45
2969-WGHQO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,7,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Electronic check,69.45,477.05
6615-NGGZJ,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,14,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,100.55,1415.55
4334-HOWRP,NonChurning,Male,Senior,Partner,NoDependents,72,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),64.95,4546
4255-DDUOU,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Mailed check,20.5,20.5
5863-OOKCL,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,10,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,18.85,163.2
1686-STUHN,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,42,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Bank transfer (automatic),19.8,849.9
1329-VHWNP,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,7,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),25.05,189.95
2984-MIIZL,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,4,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),74.8,321.9
0266-GMEAO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),114.3,8058.55
5590-YRFJT,Churning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,20,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,24.45,482.8
5574-NXZIU,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,63,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),109.2,7049.75
0019-GFNTW,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,56,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),45.05,2560.1
4256-ZWTZI,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,5,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,51,286.8
8309-PPCED,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),110.45,7982.5
4098-NAUKP,NonChurning,Male,Senior,Partner,Dependents,68,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,84.65,5683.6
5196-WPYOW,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,67,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Mailed check,60.05,3994.05
4608-LCIMN,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,8,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),44.65,369.15
1485-YDHMM,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,52,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),93.25,4631.7
4054-CUMIA,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,18,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Mailed check,20.25,401.95
0603-TPMIB,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,59,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,25.45,1534.05
2525-GVKQU,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,60,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.6,1093
8161-QYMTT,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,7,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,94.1,701.3
9581-GVBXT,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,59,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Mailed check,34.8,1980.3
5862-BRIXZ,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,46,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),60.75,2893.4
5404-GGUKR,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,51.35,262.3
3308-JSGML,NonChurning,Male,Senior,Partner,NoDependents,59,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),64.05,3886.85
2126-GSEGL,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,70,PhoneService,MultipleLines,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),84.8,5917.55
3677-TNKIO,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,14,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),71,914
0440-QEXBZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,44,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,50.15,2139.1
2434-EEVDB,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,64,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),94.6,5948.7
6762-QVYJO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,58,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Mailed check,59.75,3624.35
6199-IWKGC,NonChurning,Female,Senior,Partner,NoDependents,46,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,NoPaperlessBilling,Electronic check,100.25,4753.85
2675-DHUTR,NonChurning,Male,Senior,Partner,NoDependents,58,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,98.9,5780.7
8152-VETUR,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),97.7,6869.7
9667-EQRXU,Churning,Female,Senior,NoPartner,NoDependents,30,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,40.3,1172.95
7446-YPODE,NonChurning,Male,Senior,NoPartner,NoDependents,11,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),60.25,662.95
9522-BNTHX,NonChurning,Female,Senior,NoPartner,NoDependents,34,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,56.25,1765.95
4676-WLUHT,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,54,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),46.2,2431.95
3329-WDIOK,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,3,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,50.6,155.35
7980-MHFLQ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,24.9,1859.2
2873-ZLIWT,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,40,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,84.85,3303.05
3415-TAILE,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,2,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,65.7,134.35
0757-WCUUZ,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,54,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),63.35,3409.1
1629-DQQVB,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,14,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),50.1,709.5
1915-IOFGU,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,70.5,70.5
3045-XETSH,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,10,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,94.85,953.45
0374-AACSZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,50.15,50.15
7239-HZZCX,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,19.75,19.75
4872-VXRIL,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,56,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),64.65,3665.55
9140-CZQZZ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,68,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),79.6,5515.8
3423-HHXAO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,14,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PaperlessBilling,Mailed check,19.5,272
9938-TKDGL,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,68,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Electronic check,99.55,6668
0531-ZZJWQ,NonChurning,Male,Senior,Partner,NoDependents,55,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,74,4052.4
6537-QLGEX,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,16,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,38.9,664.4
2688-BHGOG,NonChurning,Male,Senior,NoPartner,NoDependents,9,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,79.55,718.55
7683-CBDKJ,Churning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,14,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,65.45,937.6
0946-CLJTI,Churning,Male,Senior,Partner,NoDependents,58,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,98.7,5812.6
3160-TYXLT,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,53,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),46.3,2546.85
1325-USMEC,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,70,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),99.35,6944.5
