movie_id,original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
3461,Control,NULL,0,8.00969,0,en,1,0,0,0,0,0,0,2007-09-26,2007,9,39,4,121,12,Long,0,13,10,1,1,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3462,Space Battleship Yamato,NULL,12000000,5.23198,0,ja,0,0,0,0,0,0,1,2010-12-01,2010,12,49,4,131,13,Long,0,0,11,3,1,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58057359,1,83061158,1,69932387,0,NULL,0
3463,Life or Something Like It,NULL,40000000,6.332398,0,en,1,0,0,0,0,0,0,2002-04-26,2002,4,17,6,103,10,Intermediate,0,0,11,3,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48568401,1,NULL,0,NULL,NULL,NULL,NULL
3464,Dingo,NULL,200000,0.124273,0,en,1,0,0,0,0,0,0,1991-06-02,1991,6,23,1,109,11,Intermediate,0,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300000,0,NULL,0,NULL,NULL,NULL,NULL
3465,Office Space,NULL,10000000,12.329066,0,en,1,0,0,0,0,0,0,1999-02-19,1999,2,8,6,89,9,Short,0,10,16,1,1,2,1,0,0,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5672043,0,NULL,0,10848783,0,NULL,0
3466,La Cité des Enfants Perdus,NULL,18000000,9.822423,0,fr,0,1,0,0,0,0,0,1995-05-16,1995,5,20,3,108,11,Intermediate,0,11,21,3,2,5,1,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,162000000,1,NULL,0,11879046,0,NULL,0
3467,The End,NULL,0,4.510919,0,en,1,0,0,0,0,0,0,1978-05-10,1978,5,19,4,110,11,Intermediate,0,1,16,1,1,2,1,0,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35610100,0,NULL,0,65863840,4,NULL,0
3468,Sister Act 2: Back in the Habit,NULL,38000000,12.986842,0,en,1,0,0,0,0,0,0,1993-12-09,1993,12,50,5,107,11,Intermediate,0,2,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10400000,0,NULL,0,NULL,NULL,NULL,NULL
3469,10 Years,NULL,0,8.881954,0,en,1,0,0,0,0,0,0,2011-09-12,2011,9,38,2,100,10,Intermediate,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3470,"Milwaukee, Minnesota",NULL,0,0.656954,0,en,1,0,0,0,0,0,0,2003-01-21,2003,1,4,3,95,10,Intermediate,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3471,The Poseidon Adventure,NULL,5000000,10.341849,0,en,1,0,0,0,0,0,0,1972-12-01,1972,12,49,6,117,12,Intermediate,0,17,16,3,2,2,1,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3472,????????,NULL,5000000,0.039793,0,ru,0,0,0,0,1,0,0,2007-09-06,2007,9,36,5,91,9,Intermediate,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3473,Nine Lives,NULL,30000000,10.000208,0,en,1,0,0,0,0,0,0,2016-08-03,2016,8,32,4,87,9,Short,0,6,15,5,1,0,2,0,0,4,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87528173,1,NULL,0,41977317,1,36894225,0
3474,Män som hatar kvinnor,NULL,13000000,9.858687,0,sv,0,0,0,0,0,0,0,2009-02-27,2009,2,9,6,152,15,Long,0,12,47,7,4,3,4,0,0,7,0,6,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66995253,0,NULL,0
3475,Megamind,NULL,130000000,11.603905,0,en,1,0,0,0,0,0,0,2010-10-28,2010,10,44,5,95,10,Intermediate,0,17,14,4,1,1,3,0,0,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,498814908,1,498814908,1,498814908,1,498814908,1
3476,Young Doctors in Love,NULL,0,1.768854,0,en,1,0,0,0,0,0,0,1982-07-16,1982,7,29,6,96,10,Intermediate,0,9,15,2,1,2,1,0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113707282,3,48418160,0,366553055,10,NULL,0
3477,Left Behind,NULL,16000000,11.519053,0,en,1,0,0,0,0,0,0,2014-10-03,2014,10,40,6,110,11,Intermediate,0,4,53,4,2,11,2,0,0,7,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3478,The Presidio,NULL,0,3.768935,0,en,1,0,0,0,0,0,0,1988-06-10,1988,6,24,6,97,10,Intermediate,0,8,6,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38221694,1,NULL,0,NULL,NULL,NULL,NULL
3479,xXx: Return of Xander Cage,NULL,85000000,17.918269,0,en,1,0,0,0,0,0,0,2017-01-13,2017,1,2,6,107,11,Intermediate,0,10,104,2,3,0,14,0,0,15,0,15,3,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117760134,1,NULL,0,327078702.7,8,518320951.3,2
3480,Bug,NULL,4000000,5.911303,0,en,1,0,0,0,0,0,0,2006-05-19,2006,5,20,6,102,10,Intermediate,0,7,31,2,2,3,2,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103033572,1,NULL,0,718328,0,390490,0
3481,Cannonball,NULL,780000,2.096666,0,en,1,0,0,0,0,0,0,1976-07-06,1976,7,28,3,93,9,Intermediate,0,3,13,2,2,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3482,Native Son,NULL,2000000,0.910047,0,en,1,0,0,0,0,0,0,1986-12-24,1986,12,52,4,111,11,Intermediate,0,2,5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3483,The Hanoi Hilton,NULL,0,0.390142,0,en,1,0,0,0,0,0,0,1987-03-27,1987,3,13,6,126,13,Long,0,3,15,1,1,3,3,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15018829.5,0,NULL,0
3484,The Cincinnati Kid,NULL,0,3.670599,0,en,1,0,0,0,0,0,0,1965-10-15,1965,10,42,6,102,10,Intermediate,0,4,14,3,1,4,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73956241,1,NULL,0,11466088,0,NULL,0
3485,Why Him?,NULL,38000000,14.531429,0,en,1,0,0,0,0,0,0,2016-12-22,2016,12,52,5,111,11,Intermediate,0,4,34,4,2,9,1,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131800186,2,NULL,0,135369635.7,0,135369635.7,0
3486,Thunderbirds,NULL,57000000,14.363421,0,en,1,0,0,0,0,0,0,2004-07-23,2004,7,30,6,95,10,Intermediate,0,8,20,6,1,1,2,0,0,8,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38793283,0,NULL,0,134548679.7,8,287384787.3,3
3487,Neighbors,NULL,18000000,11.90575,0,en,1,0,0,0,0,0,0,2014-05-08,2014,5,19,5,96,10,Intermediate,0,8,36,2,2,4,6,0,0,11,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182379278,1,182379278,1,12342632,0,12342632,0
3488,The Jungle Book,NULL,4000000,22.845448,0,en,1,0,0,0,0,0,0,1967-10-17,1967,10,42,3,78,8,Short,0,12,31,5,6,6,6,0,0,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32056467,0,NULL,0,94838689,2,NULL,0
3489,Deck the Halls,NULL,0,5.162761,0,en,1,0,0,0,0,0,0,2006-11-22,2006,11,47,4,93,9,Intermediate,0,4,20,3,1,3,1,0,0,9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,138259062,1,NULL,0,70866694,4,146142227.5,2
3490,Hearts in Atlantis,NULL,31000000,6.425321,0,en,1,0,0,0,0,0,0,2001-09-07,2001,9,36,6,101,10,Intermediate,0,28,7,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,0,NULL,0,NULL,NULL,NULL,NULL
3491,Tommy,NULL,5000000,6.335814,0,en,1,0,0,0,0,0,0,1975-03-19,1975,3,12,4,111,11,Intermediate,0,12,12,1,1,1,0,0,0,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331000,0,NULL,0,141047179,1,NULL,0
3492,Boom Town,NULL,2000000,1.52854,0,en,1,0,0,0,0,0,0,1940-08-30,1940,8,35,6,119,12,Intermediate,0,5,20,2,2,5,2,0,0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88450000,1,NULL,0
3493,Taras Bulba,NULL,25000000,7.855489,0,en,1,0,0,0,0,0,0,2009-04-02,2009,4,14,5,130,13,Long,0,6,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3494,Silent Night,NULL,0,7.601525,0,en,1,0,0,0,0,0,0,2012-11-30,2012,11,48,6,99,10,Intermediate,0,3,26,1,1,2,1,0,0,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16775,0,16775,0,10224964.8,0,1133031,0
3495,Confessions of a Shopaholic,NULL,40000000,8.198789,0,en,1,0,0,0,0,0,0,2009-02-05,2009,2,6,5,104,10,Intermediate,0,10,10,1,2,1,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15119639,0,NULL,0,366553055,10,NULL,0
3496,The Seventh Sign,NULL,0,4.720395,0,en,1,0,0,0,0,0,0,1988-04-01,1988,4,14,6,97,10,Intermediate,0,8,7,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207863740,2,NULL,0
3497,No Country for Old Men,NULL,25000000,15.565484,0,en,1,0,0,0,0,0,0,2007-11-08,2007,11,45,5,122,12,Long,0,5,41,3,3,4,8,0,0,9,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61877733,1,NULL,0,68292111.7,3,37688534,0
3498,Home Alone,NULL,18000000,0.702543,0,en,1,0,0,0,0,0,0,1990-11-09,1990,11,45,6,103,10,Intermediate,0,10,44,1,3,11,12,0,0,4,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280064872,3,243637091,1,54434796,1,NULL,0
3499,Hellbound: Hellraiser II,NULL,3000000,8.541732,0,en,1,0,0,0,0,0,0,1988-12-23,1988,12,52,6,97,10,Intermediate,0,20,87,2,6,8,9,0,0,7,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3500,Miles Ahead,NULL,0,3.989771,0,en,1,0,0,0,0,0,0,2016-03-20,2016,3,13,1,100,10,Intermediate,0,4,25,4,1,3,1,0,0,11,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98410061,1,NULL,0
3501,The Client,NULL,45000000,15.263829,0,en,1,0,0,0,0,0,0,1994-07-20,1994,7,30,4,119,12,Intermediate,0,9,16,3,1,4,1,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86440322,3,NULL,0,117817823.5,6,283593202,2
3502,The Royal Tenenbaums,NULL,21000000,9.707542,0,en,1,0,0,0,0,0,0,2001-10-05,2001,10,40,6,110,11,Intermediate,0,6,35,2,2,2,11,0,0,7,0,4,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24662540,0,NULL,0,63028802.3,4,59532107.7,0
3503,The Sound of Music,NULL,8200000,9.06773,0,en,1,0,0,0,0,0,0,1965-03-02,1965,3,10,3,174,17,Long,0,17,18,3,2,3,1,0,0,6,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11333363,0,NULL,0,20000000,0,NULL,0
3504,Bullet to the Head,NULL,55000000,8.26008,0,en,1,0,0,0,0,0,0,2013-01-31,2013,1,5,5,92,9,Intermediate,0,0,84,3,1,7,8,0,0,19,0,9,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54035066,2,NULL,0,148282310.3,4,134480381,0
3505,Le Mépris,NULL,900000,7.543337,0,fr,0,1,0,0,0,0,0,1963-10-21,1963,10,43,2,103,10,Intermediate,0,12,10,2,1,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182857,0,NULL,0,50750000,0,NULL,0
3506,Corpse Bride,NULL,40000000,12.920032,0,en,1,0,0,0,0,0,0,2005-09-09,2005,9,37,6,77,8,Short,0,20,77,14,2,8,3,0,0,12,0,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212831028,3,28883511,0,56741411,0,28883511,0
3507,Final Fantasy: The Spirits Within,NULL,137000000,10.223851,0,en,1,0,0,0,0,0,0,2001-07-02,2001,7,27,2,106,11,Intermediate,0,6,44,4,2,2,18,0,0,3,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116643346,1,NULL,0
3508,Fame,NULL,0,5.511557,0,en,1,0,0,0,0,0,0,1980-05-16,1980,5,20,6,134,13,Long,0,4,10,1,1,1,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41337682,1,NULL,0,123181808,2,NULL,0
3509,???,NULL,0,10.363082,0,cn,0,0,0,0,0,0,0,2002-12-12,2002,12,50,5,101,10,Intermediate,0,3,9,2,2,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7096000,0,NULL,0,7096000,0,NULL,0
3510,Rescue Dawn,NULL,10000000,9.604564,0,en,1,0,0,0,0,0,0,2006-09-09,2006,9,36,7,126,13,Long,0,9,22,1,1,1,1,0,0,15,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10589102,0,NULL,0,137092.7,0,74918,0
3511,I Love Trouble,NULL,45000000,3.570874,0,en,1,0,0,0,0,0,0,1994-06-29,1994,6,27,4,123,12,Long,0,4,26,2,2,6,1,0,0,3,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44987425,1,NULL,0,229172866.5,3,NULL,0
3512,Sucker Punch,NULL,82000000,13.779527,0,en,1,0,0,0,0,0,0,2011-03-24,2011,3,13,5,110,11,Intermediate,0,11,46,3,2,4,10,0,0,15,0,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,662845518,1,662845518,1,418896418,1,418896418,1
3513,The Man Who Shot Liberty Valance,NULL,3200000,6.641827,0,en,1,0,0,0,0,0,0,1962-04-22,1962,4,17,1,123,12,Long,0,11,32,3,2,5,4,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1972379,0,NULL,0,1972379,0,NULL,0
